RangiTaranga,RangiTaranga (English: Colourful Wave) is a 2015 Indian Kannada mystery thriller film written and directed by Anup Bhandari in his debut# and produced by H. K. Prakash. It features debutantes Nirup Bhandari# Avantika Shetty and Radhika Chethan# and Saikumar in the lead roles. Anup Bhandari said that in writing story for the film# he took inspiration from Dennana Dennana# a track that featured as the theme song in the 1990s Kannada television soap Guddada Bhoota. In addition to directing the film# Bhandari also scored for its soundtrack# also penning its lyrics. It featured cinematography by US-based cinematographers Lance Kaplan and William David# the former of who# had previously collaborated with Bhandari on a short film.,https://upload.wikimedia.org/wikipedia/en/4/47/2015_Kannada_film_Rangitaranga_poster.jpg,3 July 2015 (2015-07-03),H. K. Prakash,Anup Bhandari,Anup Bhandari,Kannada,Nirp Bhandari# Avantika Shetty# Radhika Chetan# Saikmar# Ananth Vel# Arvind Rao# Sidd Moolimani,161,7
Vajrakaya,Vajrakaya (Kannada: ???????) is a 2015 Indian Kannada drama film directed by Harsha. It stars Shiva Rajkumar# Nabha Natesh and Karunya Ram in the lead roles# with Avinash# Ravi Kale and Suman as supporting cast.,https://upload.wikimedia.org/wikipedia/en/2/22/Kannada_film_Vajrakaya_promotional_poster.jpg,12 June 2015 (2015-06-12),C. R. Manohar,-,Harsha,Kannada,Shiva Rajkmar# Karnya Ram# Nabha Natesh,129,9.2
Bullet Basya,Bullet Basya is a 2015 Indian Kannada comedy film directed by Jayatheertha# and stars Sharan and Haripriya in the lead roles. The supporting cast features Rangayana Raghu# Sadhu Kokila and Yathiraj Jaggesh. The title of the film was taken from Sudheer's character in the 1989 Kannada film C.B.I. Shankar. The makers however confirmed that there was connection between the two.,https://upload.wikimedia.org/wikipedia/en/6/62/2015_Kannada_film_Bullet_Basya_poster.jpg,24 July 2015 (2015-07-24),Jayanna,-,Jayatheertha,Kannada,Sharan# Haripriya# Yathiraj Jaggesh,97,7.1
Muddu Manase,Muddu Manase (Kannada: ?????? ????) is a 2015 Indian Kannada romance drama film directed by Ananth Shain. It stars Aru Gowda# Nithya Ram and Aishwarya Nag in lead roles# the former two of who# made their debuts with the film. Achyuth Kumar# Padmaja Rao and Padmini Prakash feature in supporting roles. The film tells the story of a love triangle around Suresh (Gowda)# and how he goes about dealing with his old lover as he falls in love with another girl in different circumstances and time. The title of the film which translates to sweet mind# was taken from a track of the 2002 Kannada film Majestic.
The film score and soundtrack were composed by debutante Vineeth Raj Menon# and lyrics for each of the six tracks in the film were penned six directors of Kannada cinema. Upon theatrical release on 28 August 2015# the film received mixed reviews from critics. The film's music# cinematography and the acting performance of Gowda received praise# and the screenplay was criticized.,https://upload.wikimedia.org/wikipedia/en/0/0b/2015_Kannada_film_Muddu_Manase_poster.jpg,28 August 2015 (2015-08-28),Ramesh,-,Ananth Shain,Kannada,Ar Gowda# Aishwarya Nag# Nithya Ram,135,7.1
Bharjari,Bharjari is an upcoming Indian Kannada romance film written and directed by Chethan Kumar (Director). It stars dhruva sarja and rachitha ram in the lead roles.[1] The supporting cast features Srinivasa Murthy and P. Ravi Shankar.,https://upload.wikimedia.org/wikipedia/en/6/61/Kannada_film_Bharjari_promotional_poster.jpg,28 August 2015 (2015-08-28),R. Srinivas,-,Chethan Kumar (Director),Kannada,Dhrva Sarja# Rachita Ram,173,8.4
Rangan Style,Rangan Style is a Kannada Romantic Comedy Drama film written and directed by Prashanth S starring Pradeep and Kannika Tiwari in the lead roles. This film also starring Sudeep in an important guest role and also starring Rekha Das# Sadhu Kokila# Gurukiran# Sharath Lohitashwa# Tabla Nani and others. Film produced by Orange brothers under the banner Orange cinemas.,https://upload.wikimedia.org/wikipedia/en/1/12/Rangan_Style_Poster.jpg,21 March 2014 (2014-03-21)[2],Orange Brothers,Prashanth S,Prashanth S,Kannada,Pradeep# Kannika Tiwari# Sdeep,192,5
Endendu Ninagagi,Endendu Ninagagi is a 2014 Kannada drama film directed by Mahesh Rao. A remake of the Tamil film Engaeyum Eppothum# it features newcomer Vivek Narasimhan# Deepa Sannidhi# Anish Tejeshwar and Sindhu Lokanath in the lead roles.,https://upload.wikimedia.org/wikipedia/en/3/3e/Endendu_Ninagagi_Album_Cover.jpg,11 April 2014 (2014-04-11),A. Narasimhan,M. Saravanan,Mahesh Rao,Kannada,Vivek Narasimhan# Deepa Sannidhi# Anish Tejeshwar# Sindh Lokanath,108,5.7
Varadhanayaka,Varadhanayaka is a 2013 Kannada action film starring Chiranjeevi Sarja and Nikeesha Patel in the lead roles. Actor Sudeep plays an important role of a police officer. Sameera Reddy is his pair in the film. This film marks the Kannada debut of Sameera Reddy# an established Bollywood and Kollywood actress. The film is directed by Ayyappa P. Sharma. Arjun Janya is the music director of the film. Shankare Gowda has produced the venture under Shankar Productions banner.It is also dubbed in Hindi as Ek Tha Nayak. The film is a remake of Telugu film Lakshyam which starred Gopichand# Jagapathi Babu and Anushka Shetty.,https://upload.wikimedia.org/wikipedia/en/4/4d/Varadhanayaka.jpg,28 April 2013 (2013-04-28) (Canada),Shankar Gowda,Srivas,Ayyappa P. Sharma,Kannada,Sdeep# Chiranjeevi Sarja# Sameera Reddy# Nikeesha Patel# P. Ravi Shankar,108,9.1
Shravani Subramanya,Shravani Subramanya (Kannada: ??????? ?????????) is a 2013 Indian Kannada-language romantic comedy film written and directed by Manju Swaraj and produced by K. A Suresh under his home production banner Suresh Arts Productions. The film features Ganesh and Amulya in lead roles. This is the second collaboration of both stars after the 2007 blockbuster hit Cheluvina Chittara. Amulya makes her comeback after a hiatus through this film.
The film features the score and soundtrack composed by V. Harikrishna. The principal photography of the film began at Mysore around the Lalit Mahal palace and has been progressing at a brisk pace in the same city. The first teaser of the film was released on YouTube website by the producer on 29 June 2013.,https://upload.wikimedia.org/wikipedia/en/e/e9/Shravani_Subramanya.jpg,27 December 2013 (2013-12-27),K. A. Suresh,Manju Swaraj,Manju Swaraj,Kannada,Ganesh# Amlya,124,9.5
Yaare Koogadali,Yaare Koogadali (Kannada: ???? ???????) is a 2012 Kannada action comedy film written and directed by Samuthirakani# starring Puneeth Rajkumar# Yogesh and Bhavana in the lead roles. Parvathamma Rajkumar and Raghavendra Rajkumar are producing the film under for Poornima Enterprises. The film is a remake of Samuthirakani's Tamil film Poraali (2011).,https://upload.wikimedia.org/wikipedia/en/1/14/Yaare_Koogadali.jpg,20 December 2012 (2012-12-20),Parvathamma Rajkumar,Samuthirakani,Samuthirakani,Kannada,Pneeth Rajkmar# Bhavana# Yogesh# Girish Karnad,96,7.1
Govindaya Namaha,Govindaya Namaha (English: Hail Govinda) is a 2012 Indian Kannada language comedy-drama film directed by debutante Pawan Wadeyar. The film was released on 30 March 2012 across cinema halls. It stars Komal Kumar# Anna Georgia# Madhulika# Rekha Vedavyas and Parul Yadav in the lead roles. The music is composed by Gurukiran. It film is remade as Potugadu in Telugu. The movie was accused to be a copy of 2006 Kannada movie Avnandre Avne # however Karnataka Film Directors Association writer's wing set aside the allegations as far from truth.,https://upload.wikimedia.org/wikipedia/en/f/f8/Kannada_film_Govindaya_Namaha_poster.jpg,30 March 2012 (2012-03-30),Suresh,-,Pawan Wadeyar,Kannada,Komal Kmar# Parl Yadav# Rekha Vedavyas,155,7.8
Crazy Loka,Crazy Loka is a 2012 Kannada film starring V. Ravichandran and Daisy Bopanna in the lead roles. The film is directed by Kavita Lankesh and produced by Confident Group and Shanti Pictures. Manikanth Kadri is the music director for the film.,https://upload.wikimedia.org/wikipedia/en/4/46/Crazy_Loka_poster.jpg,30 March 2012 (2012-03-30),Confident Group,Duniya Soori,Kavita Lankesh,Kannada,Ravichandran# Daisy Bopanna# Harshika Poonacha,96,4.7
Ondu Kshanadalli,Ondu Kshanadalli (Kannada: ???? ?????????) is a 2012 Indian Kannada romantic drama film starring Tarun Chandra# Sanjjanaa and Bhama in the lead roles. The Story# screenplay# dialogues and Direction is by Dinesh Babu. Giridhar Diwan has composed music for the soundtrack# while Goutham Shrivastav has done the background score. Actor-producer Jai Jagadish has produced the venture.
The film made its theatrical release on 5 October 2012 across Karnataka cinema halls.,https://upload.wikimedia.org/wikipedia/en/8/8a/Ondu_Kshanadalli_poster.jpg,5 October 2012 (2012-10-05),Jai Jagadish,Dinesh Babu,Dinesh Babu,Kannada,Tarn Chandra# Bhama# Sanjjanaa,135,6.8
Alemari,Alemari (Kannada: ???????) is a 2012 released Kannada romantic action drama film starring Yogesh and Radhika Pandit in the lead roles. The story# screenplay# lyrics and direction is by Santhu. The music of the film was composed by Arjun Janya. B. K. Srinivas has produced the venture under BK Srinivasa Productions. The film released in theatres across Karnataka on 9 March 2012. However the film is rated as an average# but the director santhu fetched best director in Karnataka state film awards 2012-13.,https://upload.wikimedia.org/wikipedia/en/9/99/Alemari_poster.jpg,9 March 2012 (2012-03-09),B. K. Srinivas,Santhu,Santhu,Kannada,Yogesh# Radhika Pandit# Raj Talikote# Rakesh Adiga,148,7.2
Anna Bond,Anna Bond (Kannada: ???? ?????) is a romantic action Kannada film written and directed by Duniya Soori. Produced by Parvathamma Rajkumar# it stars Puneet Rajkumar# Nidhi Subbaiah and Priyamani in the lead roles and Jackie Shroff in a negative role. The movie was released on 1 May 2012. V. Harikrishna was the music director for the film.
Anna Bond opened to lacklustre reviews. It was mentioned on The Most Disappointing Kannada Films of 2012 list by Rediff# and got a thumbs down from critics.,https://upload.wikimedia.org/wikipedia/en/5/5f/Anna_Bond.jpg,1 May 2012 (2012-05-01),Parvathamma Rajkumar,Duniya Soori,Duniya Soori,Kannada,Pneeth Rajkmar# Nidhi Sbbaiah# Priyamani# Jackie Shroff# 1,149,7.2
Sidlingu,Sidlingu (Kannada: ?????????) is a comedy-emotional coming of age Cinema of Karnataka starring Yogesh and Ramya in the lead roles. The film has been directed and written by Vijaya Prasad# who makes his big screen debut after directing many TV series. The film is produced by Yogesh's father# T. P. Siddaraju of Duniya fame. Anoop Seelin has composed the music. Sugnan aka Gnana Murthy who has worked for movies like Mani# Lifeu Isthene# Premism# Manasology and many more is the director of cinematography.
The film was released on 13 January 2012.,https://upload.wikimedia.org/wikipedia/en/7/76/Sidlingu.jpg,13 January 2012 (2012-01-13),T. P. Siddaraju,-,Vijaya Prasad,Kannada,Yogesh# Ramya# Sman Ranganathan# 1,92,8
Parijatha,Parijatha is a 2012 Indian Kannada romantic film directed by Prabhu Srinivas. The film stars Diganth and Aindrita Ray in the lead roles.
The film is a remake of Tamil Successful film Boss Engira Bhaskaran starring Arya and Nayantara. The film was a musical hit with the soundtrack and score composed by Mano Murthy. The film also received appreciation for its neat screenplay.,https://upload.wikimedia.org/wikipedia/en/6/6d/Parijatha_poster.jpg,10 February 2012 (2012-02-10),Paramesh,-,Prabhu Srinivas,Kannada,Diganth# Aindrita Ray,120,8.7
